구간 번호,관리청,도로 분류,대표지역,도로(노선)명,총길이(km),기점_위도(WGS84(4326)),기점_경도(WGS84(4326)),종점_위도(WGS84(4326)),종점_경도(WGS84(4326)),정북기준 도로방향 각도(x1),정북기준 도로방향 각도(y1),정북기준 도로방향 각도(기점 기준십진수 방위각)
48000-51,경상남도 도로관리사업소,지방도,경상남도 의령군,지방도1013호선,0.5,35.32034021,128.1905438,35.32361703,128.1917657,-0.001221825,-0.00327682,249.5510704
48000-52,경상남도 도로관리사업소,지방도,경상남도 의령군,지방도1013호선,0.9,35.32491614,128.1934029,35.33089094,128.1991352,-0.005732331,-0.005974802,226.1865079
48000-53,경상남도 도로관리사업소,지방도,경상남도 의령군,지방도1037호선,1.4,35.27899,128.25689,35.271414,128.264737,-0.007847,0.007576,136.0066497
48000-54,경상남도 도로관리사업소,지방도,경상남도 의령군,지방도1041호선,2.7,35.4049801,128.358605,35.42177604,128.3475135,0.011091491,-0.016795944,303.4394638
48000-55,경상남도 도로관리사업소,지방도,경상남도 의령군,지방도1041호선,1,35.36913478,128.4074144,35.37453034,128.3993637,0.008050733,-0.005395557,326.1702231
48000-56,경상남도 도로관리사업소,지방도,경상남도 합천군,지방도1041호선,2.1,35.44617893,128.1949017,35.44328827,128.203392,-0.008490278,0.002890661,161.197975
48000-57,경상남도 도로관리사업소,지방도,경상남도 의령군,지방도1041호선,1,35.41169327,128.2943257,35.41389234,128.3052561,-0.010930396,-0.002199072,191.3754072
48000-58,경상남도 도로관리사업소,지방도,경상남도 의령군,지방도1041호선,0.9,35.41636117,128.3055443,35.42159287,128.3077156,-0.002171269,-0.005231699,247.4604802
48000-65,경상남도 도로관리사업소,지방도,경상남도 함안군,지방도1041호선,1.3,35.32376606,128.4628412,35.31538201,128.4735527,-0.0107115,0.00838405,141.9491861
48000-66,경상남도 도로관리사업소,지방도,경상남도 함안군,지방도1040호선,1.6,35.3535,128.5245,35.36245,128.53239,-0.00789,-0.00895,228.6017521
48000-69,경상남도 도로관리사업소,지방도,경상남도 함안군,지방도1021호선,1.6,35.17532,128.43387,35.19578,128.42718,0.00669,-0.02046,288.1066822
48000-70,경상남도 도로관리사업소,지방도,경상남도 함안군,국지도30호선,2.5,35.26719,128.46969,35.26448,128.48837,-0.01868,0.00271,171.7454071
48000-72,경상남도 도로관리사업소,지방도,경상남도 함안군,국지도60호선,2,35.34945061,128.5397307,35.34938784,128.5622325,-0.0225018,0.0000628,179.8401707
48000-73,경상남도 도로관리사업소,지방도,경상남도 고성군,지1002호선,1,35.102707,128.326752,35.11401,128.313331,0.013421,-0.011303,319.8963318
48000-74,경상남도 도로관리사업소,지방도,경상남도 고성군,지1007호선,1,35.060486,128.29555,35.072302,128.284705,0.010845,-0.011816,312.546437
48000-75,경상남도 도로관리사업소,지방도,경상남도 고성군,지1009호선,1,35.024871,128.301983,35.049458,128.270841,0.031142,-0.024587,321.7084648
48000-76,경상남도 도로관리사업소,지방도,경상남도 고성군,지1010호선,1,34.935354,128.299613,34.928829,128.290868,0.008745,0.006525,36.72811569
48000-77,경상남도 도로관리사업소,지방도,경상남도 고성군,지1016호선,1,34.978962,128.169798,34.985931,128.161861,0.007937,-0.006969,318.7155874
48000-78,경상남도 도로관리사업소 진주지소,지방도,경상남도 거창군,지방도1089호,2.7,35.887746,127.874701,35.904689,127.860227,0.014474,-0.016943,310.5064734
48000-79,경상남도 도로관리사업소 진주지소,지방도,경상남도 거창군,지방도1089호,3,35.629117,127.961846,35.6067687,127.9551907,0.0066553,0.0223483,73.41652444
48000-84,경상남도 도로관리사업소,위임국도,경상남도 밀양시,국도24호(지도~울산),2,35.532072,128.683323,35.540011,128.669932,0.013391,-0.007939,329.3379569
48000-85,경상남도 도로관리사업소,위임국도,경상남도 밀양시,국도24호(지도~울산),2,35.558593,128.623002,35.56857,128.60614,0.016862,-0.009977,329.3878146
48000-86,경상남도 도로관리사업소,위임국도,경상남도 밀양시,국도24호(지도~울산),2,35.56857,128.60614,35.575937,128.595504,0.010636,-0.007367,325.2916828
48000-87,경상남도 도로관리사업소,위임국도,경상남도 밀양시,국도24호(지도~울산),1.5,35.575937,128.595504,35.571182,128.586753,0.008751,0.004755,28.51817383
48000-88,경상남도 도로관리사업소,지방도,경상남도 밀양시,지방도1077호(동면~산내),2,35.572967,128.795894,35.586938,128.807685,-0.011791,-0.013971,229.8368892
48000-89,경상남도 도로관리사업소,지방도,경상남도 밀양시,지방도1077호(동면~산내),1.5,35.586938,128.807685,35.584259,128.828895,-0.02121,0.002679,172.8011862
48000-90,경상남도 도로관리사업소,지방도,경상남도 밀양시,지방도1077호(동면~산내),0.5,35.584259,128.828895,35.582527,128.830598,-0.001703,0.001732,134.5162917
48000-91,경상남도 도로관리사업소,지방도,경상남도 밀양시,지방도1077호(동면~산내),2,35.549491,128.934635,35.560875,128.940529,-0.005894,-0.011384,242.6274001
48000-92,경상남도 도로관리사업소,지방도,경상남도 밀양시,지방도1077호(동면~산내),1.24,35.560875,128.940529,35.567139,128.944804,-0.004275,-0.006264,235.6875867
48000-93,경상남도 도로관리사업소,지방도,경상남도 밀양시,지방도1051호(어곡~단장),2,35.490395,128.925605,35.475331,128.930968,-0.005363,0.015064,109.5964586
48000-94,경상남도 도로관리사업소,지방도,경상남도 밀양시,지방도1051호(어곡~단장),2,35.475331,128.930968,35.472707,128.938005,-0.007037,0.002624,159.5502101
48000-95,경상남도 도로관리사업소,지방도,경상남도 밀양시,지방도1051호(어곡~단장),1.1,35.472707,128.938005,35.463209,128.953783,-0.015778,0.009498,148.9530082
48000-96,경상남도 도로관리사업소,지방도,경상남도 밀양시,지방도1080호(부림~하남),2,35.489287,128.722561,35.488053,128.710174,0.012387,0.001234,5.689067834
48000-97,경상남도 도로관리사업소,지방도,경상남도 밀양시,지방도1080호(부림~하남),2,35.488053,128.710174,35.491238,128.691941,0.018233,-0.003185,350.0913637
48000-98,경상남도 도로관리사업소,지방도,경상남도 밀양시,지방도1080호(부림~하남),2,35.491238,128.691941,35.493147,128.670663,0.021278,-0.001909,354.8733158
48000-99,경상남도 도로관리사업소,지방도,경상남도 밀양시,지방도1077호(동면~산내),2,35.515127,128.881829,35.531091,128.887307,-0.005478,-0.015964,251.0604921
48000-100,경상남도 도로관리사업소,지방도,경상남도 밀양시,지방도1077호(동면~산내),2,35.531091,128.887307,35.52283,128.906399,-0.019092,0.008261,156.6021389
48000-102,경상남도 도로관리사업소,지방도,경상남도 고성군,지방도1009호선,0.4,34.970403,128.388553,34.971481,128.385771,0.002782,-0.001078,338.8190982
48000-103,경상남도 도로관리사업소,지방도,경상남도 고성군,지방도1009호선,0.4,34.995891,128.309523,34.998496,128.307205,0.002318,-0.002605,311.6635593
48000-104,경상남도 도로관리사업소,지방도,경상남도 고성군,국지도30호선,0.3,35.117578,128.254977,35.116847,128.252061,0.002916,0.000731,14.07322339
48000-105,경상남도 도로관리사업소,지방도,경상남도 창원시,국지도60호선,1.3,35.34794477,128.6245278,35.35367937,128.6344888,-0.009961005,-0.005734604,209.9292622
48000-106,경상남도 도로관리사업소,지방도,경상남도 김해시,지방도1042호선,0.7,35.23673797,128.8304515,35.23468394,128.821753,0.008698497,0.002054036,13.28626402
48000-107,경상남도 도로관리사업소,지방도,경상남도 고성군,지방도1010호선,1,34.91201395,128.1793784,34.91217275,128.181186,-0.0018076,-0.0001588,185.0206187
48000-108,경상남도 도로관리사업소,지방도,경상남도 고성군,지방도1002호선,2.4,35.10279875,128.3269359,35.11425061,128.3138923,0.0130436,-0.01145186,318.7179111
48000-109,경상남도 도로관리사업소,지방도,경상남도 고성군,지방도1016호선,0.5,34.998265,128.237505,35.000606,128.234517,0.002988,-0.002341,321.922465
48000-110,경상남도 도로관리사업소,위임국도,경상남도 합천군,국도59호선,1,35.77832485,128.1400698,35.78400877,128.1454538,-0.005384009,-0.005683922,226.5521888
48000-111,경상남도 도로관리사업소,지방도,경상남도 의령군,국지도60호선,1.8,35.43712896,128.3727162,35.42892976,128.3766495,-0.003933361,0.008199206,115.6281811
48000-113,경상남도 도로관리사업소,지방도,경상남도 합천군,지방도1084호선,1.9,35.68221234,128.1670913,35.69375758,128.1651849,0.001906429,-0.011545236,279.3764646
48000-114,경상남도 도로관리사업소,지방도,경상남도 합천군,지방도907호선,1.7,35.641655,128.257048,35.634676,128.25388,0.003168,0.006979,65.5851234
48000-115,경상남도 도로관리사업소,지방도,경상남도 합천군,지방도907호선,1.6,35.60568542,128.2680219,35.59622277,128.2704738,-0.002451947,0.009462646,104.526899
48000-116,경상남도 도로관리사업소,지방도,경상남도 합천군,지방도1034호선,1.8,35.634721,128.059996,35.622292,128.050069,0.009927,0.012429,51.38575699
48000-117,경상남도 도로관리사업소,지방도,경상남도 합천군,지방도1034호선,1.7,35.62945705,128.2754406,35.638521,128.292264,-0.016823432,-0.009063948,208.3144217
48000-118,경상남도 도로관리사업소,지방도,경상남도 합천군,지방도1034호선,1.8,35.600242,128.093012,35.598059,128.076226,0.016786,0.002183,7.409664508
48000-119,경상남도 도로관리사업소,지방도,경상남도 합천군,지방도1089호선,1.5,35.486374,128.02472,35.468246,128.036442,-0.011722,0.018128,122.8876787
48000-120,경상남도 도로관리사업소,지방도,경상남도 합천군,지방도1089호선,1.4,35.527656,128.010011,35.542356,127.999372,0.010639,-0.0147,305.8948197
48000-121,경상남도 도로관리사업소,지방도,경상남도 합천군,지방도1089호선,1.3,35.56474,128.012866,35.575236,127.996932,0.015934,-0.010496,326.6264161
48000-122,경상남도 도로관리사업소,지방도,경상남도 합천군,지방도 1034호선,0.8,35.61391292,128.2233163,35.61756792,128.2343893,-0.011072963,-0.003655004,198.2672116
48000-123,경상남도 도로관리사업소,위임국도,경상남도 합천군,국도59호선,1.8,35.59802778,128.0148231,35.58942566,128.0067586,0.008064543,0.00860212,46.84741572
48000-124,경상남도 도로관리사업소,지방도,경상남도 합천군,지방도1026호선,0.6,35.55566239,128.1556006,35.55674858,128.1614825,-0.005881932,-0.001086186,190.4626443
48000-125,경상남도 도로관리사업소,위임국도,경상남도 통영시,국도77호선,1.25,34.906736,128.334822,34.905692,128.323842,0.01098,0.001044,5.431466832
48000-126,경상남도 도로관리사업소,지방도,경상남도 의령군,지방도1037호선,2.8,35.35965401,128.2442542,35.37300715,128.2387068,0.005547369,-0.01335314,292.5597333
48000-127,경상남도 도로관리사업소,지방도,경상남도 의령군,지방도1041호선,2.7,35.403982,128.364219,35.387047,128.382884,-0.018665,0.016935,137.7821287
48000-128,경상남도 도로관리사업소,지방도,경상남도 의령군,지방도1011호선,2.5,35.438256,128.251244,35.428731,128.275784,-0.02454,0.009525,158.7866853
48000-129,경상남도 도로관리사업소,지방도,경상남도 통영시,지방도1021호선,1.5,34.868247,128.4058635,34.872173,128.394309,0.011554494,-0.003926002,341.233195
48000-130,경상남도 도로관리사업소,지방도,경상남도 통영시,지방도1021호선,0.85,34.77017519,128.401167,34.76853831,128.4060206,-0.004853597,0.00163688,161.3632708
48000-131,경상남도 도로관리사업소,지방도,경상남도 통영시,지방도1021호선,2.1,34.82426304,128.3445664,34.83318989,128.3435807,0.000985718,-0.008926854,276.3011672
48000-132,경상남도 도로관리사업소,지방도,경상남도 밀양시,지방도1022호선,1.2,35.40963228,128.8761183,35.406982,128.875275,0.000843267,0.002650282,72.34997114
48000-133,경상남도 도로관리사업소,지방도,경상남도 거제시,지방도1018호선,1.5,34.76466253,128.6144266,34.75711962,128.6121658,0.002260757,0.007542906,73.3154961
48000-134,경상남도 도로관리사업소,지방도,경상남도 거제시,지방도1018호선,1.5,34.78059448,128.6375026,34.78424969,128.6341647,0.00333786,-0.003655219,312.401593
48000-135,경상남도 도로관리사업소,지방도,경상남도 거제시,지방도1018호선,0.7,34.83372231,128.6463594,34.82999396,128.6435636,0.002795781,0.003728356,53.13488634
48000-136,경상남도 도로관리사업소,지방도,경상남도 고성군,지방도1009호선,1,35.04152241,128.2816512,35.0285768,128.2986964,-0.017045262,0.012945612,142.783892
48000-137,경상남도 도로관리사업소,지방도,경상남도 고성군,지방도1010호선,1,34.93757745,128.3027881,34.94190181,128.306196,-0.003407903,-0.004324361,231.7593843
48000-138,경상남도 도로관리사업소,지방도,경상남도 고성군,지방도1009호선,1,35.02491326,128.3020172,35.03577192,128.291834,0.010183127,-0.010858654,313.161203
48000-139,경상남도 도로관리사업소,지방도,경상남도 고성군,지방도1010호선,1,34.93010327,128.2956188,34.93164846,128.2990476,-0.003428806,-0.001545188,204.2586569
48000-140,경상남도 도로관리사업소,지방도,경상남도 고성군,지방도1016호선,1,34.98160691,128.1674303,34.98324334,128.180731,-0.013300726,-0.001636425,187.0140102
48000-141,경상남도 도로관리사업소,지방도,경상남도 창녕군,지방도1008호선,1.7,35.43077705,128.6123622,35.42876281,128.6327399,-0.020377727,0.002014246,174.3549082
48000-142,경상남도 도로관리사업소,지방도,경상남도 창녕군,지방도1021호선,1,35.42997035,128.4433786,35.4252917,128.4472267,-0.003848155,0.004678647,129.4370603
48000-143,경상남도 도로관리사업소,지방도,경상남도 창녕군,지방도1080호선,1,35.57077093,128.4455092,35.56392623,128.4513341,-0.005824925,0.006844709,130.3981603
48000-144,경상남도 도로관리사업소,지방도,경상남도 창녕군,지방도1080호선,1,35.56643558,128.4166969,35.57093795,128.4087059,0.007990963,-0.004502375,330.6016386
48000-145,경상남도 도로관리사업소,지방도,경상남도 창녕군,지방도1080호선,0.7,35.49719897,128.5456176,35.49559887,128.5396271,0.005990516,0.001600105,14.95493982
48000-146,경상남도 도로관리사업소,위임국도,경상남도 창녕군,국도24호선,2.9,35.56356318,128.5706909,35.56940006,128.5832297,-0.012538806,-0.005836883,204.9622378
48000-147,경상남도 도로관리사업소,위임국도,경상남도 창녕군,국도79호선,3,35.43557029,128.5904592,35.44313669,128.561037,0.029422164,-0.007566404,345.5779401
48000-148,경상남도 도로관리사업소,위임국도,경상남도 창녕군,국도79호선,0.5,35.45885596,128.4953945,35.45981865,128.4861567,0.009237737,-0.000962686,354.0505518
48000-149,경상남도 도로관리사업소,위임국도,경상남도 창녕군,국도79호선,0.6,35.45815546,128.4581294,35.45888454,128.453403,0.00472632,-0.000729083,351.230669
48000-150,경상남도 도로관리사업소 진주지소,지방도,경상남도 진주시,국지도30호선,0.4,35.20278774,128.3329268,35.20685427,128.3321239,0.000802982,-0.004066526,281.1700028
48000-151,경상남도 도로관리사업소 진주지소,지방도,경상남도 진주시,국지도30호선,0.4,35.12646816,128.3110681,35.13596933,128.3082978,0.002770349,-0.009501169,286.2556161
48000-152,경상남도 도로관리사업소 진주지소,지방도,경상남도 하동군,지방도1047호선,1.3,35.20690195,127.7102529,35.20679872,127.7208951,-0.010642183,0.000103233,179.4442274
48000-153,경상남도 도로관리사업소 진주지소,위임국도,경상남도 하동군,국도59호선,0.3,35.12741029,127.8251932,35.12960972,127.824604,0.000589186,-0.002199426,284.9964044
48000-154,경상남도 도로관리사업소 진주지소,지방도,경상남도 하동군,지방도1003호선,2.8,35.1596519,127.790178,35.16916955,127.7662749,0.023903163,-0.009517647,338.2887797
48000-158,경상남도 도로관리사업소 진주지소,지방도,경상남도 함양군,지방도1023호(송알~음정),2.8,35.37726337,127.6606065,35.3602049,127.6431347,0.017471751,0.017058468,44.31427573
48000-160,경상남도 도로관리사업소 진주지소,지방도,경상남도 거창군,지방도1099호선,2,35.8305205,127.9280302,35.85202943,127.9362934,-0.008263234,-0.02150894,248.9843868
48000-161,경상남도 도로관리사업소,지방도,경상남도 양산시,국지도69호선,2.9,35.44254324,128.9571722,35.43784951,128.9553144,0.001857883,0.004693727,68.40521854
48000-162,경상남도 도로관리사업소,지방도,경상남도 양산시,국지도69호선,2,35.4362498,128.9527235,35.4256278,128.9454685,0.007254995,0.010622,55.66630245
48000-164,경상남도 도로관리사업소,지방도,경상남도 의령군,지방도1013호선,2,35.29222664,128.1841914,35.28556749,128.1809856,0.00320584,0.006659144,64.29294523
48000-165,경상남도 도로관리사업소,지방도,경상남도 의령군,지방도1040호선,1.5,35.314292,128.293574,35.3086058,128.2909286,0.002645329,0.005686194,65.05122798
48000-166,경상남도 도로관리사업소,지방도,경상남도 의령군,지방도1041호선,1.5,35.43420476,128.3243304,35.43023566,128.3389017,-0.014571248,0.003969101,164.7627274
48000-167,경상남도 도로관리사업소,지방도,경상남도 의령군,지방도1013호선,2.1,35.38151022,128.2305061,35.380928,128.213359,0.017147067,0.000582215,1.944685974
48000-168,경상남도 도로관리사업소,지방도,경상남도 합천군,지방도1089호선,1.2,35.44253192,128.0512288,35.45214245,128.0459439,0.005284946,-0.009610536,298.80691
48000-169,경상남도 도로관리사업소,지방도,경상남도 창원시,지방도1002호선,2.7,35.11290287,128.5868393,35.10256359,128.5918554,-0.005016148,0.010339277,115.8805584
48000-170,경상남도 도로관리사업소,지방도,경상남도 창원시,국지도30호선,2.3,35.262812,128.505829,35.265199,128.481132,0.024697,-0.002387,354.4794293
48000-172,경상남도 도로관리사업소,지방도,경상남도 의령군,지방도1041호선,2.4,35.44709818,128.2098391,35.43793947,128.2250252,-0.015186099,0.00915871,148.9058953
48000-173,경상남도 도로관리사업소,지방도,경상남도 밀양시,지방도1022호선,2.1,35.40065,128.876614,35.40067204,128.8865904,-0.009976407,-0.000022,180.1265588
48000-174,경상남도 도로관리사업소,지방도,경상남도 의령군,지방도1013호선,2,35.376552,128.183205,35.38544,128.195351,-0.012146,-0.008888,216.1953054
48000-175,경상남도 도로관리사업소,지방도,경상남도 양산시,지방도1051호선,2.8,35.43665598,128.9821571,35.45435734,128.9653969,0.016760192,-0.017701359,313.4356051
48000-176,경상남도 도로관리사업소,지방도,경상남도 합천군,지방도 1034호선,0.3,35.57467292,128.1472547,35.56942228,128.1514811,-0.004226443,0.005250645,128.8319058
48000-177,경상남도 도로관리사업소,지방도,경상남도 합천군,지방도 1034호선,0.8,35.60084237,128.1378779,35.59536132,128.143565,-0.00568707,0.005481048,136.0568384
48000-178,경상남도 도로관리사업소 진주지소,지방도,경상남도 하동군,지방도1047호선,1.3,35.24263578,127.736551,35.23187306,127.7333654,0.003185635,0.010762722,73.51188769
48000-179,경상남도 도로관리사업소 진주지소,지방도,경상남도 거창군,송계로(지방도1001호),2.8,35.825585,127.813623,35.8464454,127.82794,-0.014317,-0.0208604,235.5372433
48000-180,경상남도 도로관리사업소 진주지소,지방도,경상남도 거창군,지산로(지방도1099호),3,35.666726,127.980773,35.6572637,127.9696605,0.0111125,0.0094623,40.41441306
48000-181,경상남도 도로관리사업소 진주지소,지방도,경상남도 거창군,송계로(국지37호),1.2,35.735558,127.84303,35.729065,127.852407,-0.009377,0.006493,145.2997631
48000-182,경상남도 도로관리사업소 진주지소,위임국도,경상남도 거창군,빼재로(국도37호),0.6,35.764702,127.85985,35.766186,127.861228,-0.001378,-0.001484,227.1210964
48000-183,경상남도 도로관리사업소 진주지소,지방도,경상남도 산청군,지방도1001호선,0.5,35.27100015,127.9279664,35.2853228,127.9168349,0.011131501,-0.014322658,307.85418
48000-184,경상남도 도로관리사업소 진주지소,위임국도,경상남도 산청군,국도59호선,2.9,35.39076619,127.8464457,35.38115559,127.8478196,-0.001373863,0.009610601,98.13547614
48000-185,경상남도 도로관리사업소 진주지소,위임국도,경상남도 산청군,국도59호선,3,35.44252731,127.9022157,35.45790847,127.9123355,-0.010119815,-0.015381162,236.6576554
48000-186,경상남도 도로관리사업소 진주지소,지방도,경상남도 하동군,국지도58호선,2,35.0908589,127.8254715,35.09887273,127.8384018,-0.01293026,-0.008013827,211.7895204
48000-187,경상남도 도로관리사업소 진주지소,지방도,경상남도 하동군,국지도58호선,2,35.11670006,127.8508837,35.10534606,127.841657,0.009226644,0.011354007,50.9015417
48000-188,경상남도 도로관리사업소 진주지소,지방도,경상남도 산청군,지방도1006호선,2.8,35.43754095,127.956848,35.4192275,127.9809689,-0.024120947,0.018313442,142.7929979
48000-189,경상남도 도로관리사업소 진주지소,위임국도,경상남도 산청군,국도59호선,2.9,35.50370464,127.9339427,35.5267262,127.9325576,0.001385048,-0.023021557,273.4429406
48000-190,경상남도 도로관리사업소 진주지소,지방도,경상남도 진주시,지방도1007호선,2.9,35.3161695,128.0899582,35.304817,128.1112395,-0.0212813,0.0113525,151.922329
48000-191,경상남도 도로관리사업소 진주지소,지방도,경상남도 진주시,지방도1007호선,2.9,35.2691643,128.1321691,35.2885235,128.1285752,0.0035939,-0.0193592,280.5168362
48000-192,경상남도 도로관리사업소 진주지소,지방도,경상남도 진주시,지방도1007호선,2.2,35.1781747,128.2204571,35.1699843,128.2078276,0.0126295,0.0081904,32.96394931
48000-193,경상남도 도로관리사업소 진주지소,지방도,경상남도 사천시,국지58호선,2.7,34.99896258,128.0408071,35.00553717,128.0171241,0.023683003,-0.006574581,344.4849425
48000-194,경상남도 도로관리사업소 진주지소,지방도,경상남도 거창군,지방도1089호,0.4,35.6067687,127.9551907,35.5861559,127.958012,-0.0028213,0.0206128,97.79371806
48000-196,경상남도 도로관리사업소 진주지소,위임국도,경상남도 함양군,국도24호선(팔령재),4.3,35.46769677,127.6367171,35.47892126,127.6803055,-0.043588428,-0.011224488,194.4405413
48000-197,경상남도 도로관리사업소 진주지소,지방도,경상남도 함양군,지방도1023호선(오도재),7.6,35.47831844,127.6999518,35.42443973,127.6870474,0.012904427,0.053878706,76.53087742
48000-198,경상남도 도로관리사업소 진주지소,지방도,경상남도 함양군,국지도37호선(남령재),2.9,35.74544317,127.684766,35.74987954,127.7063815,-0.021615448,-0.004436377,191.5983792
48000-199,경상남도 도로관리사업소 진주지소,지방도,경상남도 함양군,국지도37호선(원통재),7,35.62422965,127.6842928,35.59051761,127.6514827,0.032810048,0.033712037,45.77684017
48000-200,경상남도 도로관리사업소 진주지소,지방도,경상남도 함양군,국지도37호선(매치재),1.8,35.53117476,127.6484674,35.52729098,127.6282244,0.020242982,0.00388378,10.86068424
48000-201,경상남도 도로관리사업소 진주지소,지방도,경상남도 함양군,지방도1001호선(표토재),2.8,35.50521414,127.7385671,35.48610958,127.7375774,0.000989605,0.019104566,87.03476329
48000-202,경상남도 도로관리사업소 진주지소,지방도,경상남도 함양군,국도24호선(정취고개),1,35.54340213,127.752029,35.5418462,127.741648,0.010381026,0.00155593,8.524160847
48120-1,경상남도 창원시,시도,경상남도 창원시,성주고가교,1.2,35.202113,128.704458,35.194955,128.698491,0.005967,0.007158,50.18498234
48120-2,경상남도 창원시,일반국도,경상남도 창원시,국도2호선(태백동),1,35.169303,128.658229,35.1652,128.662073,-0.003844,0.004103,133.1333388
48120-3,경상남도 창원시,일반국도,경상남도 창원시,국도14호선(용강고개),2,35.2616089,128.6315774,35.2662672,128.6387613,-0.0071839,-0.0046583,212.9608309
48120-4,경상남도 창원시,시도,경상남도 창원시,동정동 정렬대로,1.8,35.2552037,128.6056295,35.3189322,128.6088116,-0.0031821,-0.0637285,267.1414735
48120-5,경상남도 창원시,시도,경상남도 창원시,화양고개,2,35.3211862,128.6228756,35.3052053,128.6549056,-0.03203,0.0159809,153.4837685
48120-6,경상남도 창원시,시도,경상남도 창원시,무동고개,2,35.3276061,128.5847647,35.3219255,128.5710731,0.0136916,0.0056806,22.533402
48120-7,경상남도 창원시,시도,경상남도 창원시,상천고개,2,35.3547865,128.6106843,35.3620689,128.5725162,0.0381681,-0.0072824,349.1979063
48120-8,경상남도 창원시,시도,경상남도 창원시,충혼로,1,35.228273,128.658506,35.236632,128.664355,-0.005849,-0.008359,235.0185618
48120-9,경상남도 창원시,농어촌도로,경상남도 창원시,본포고개,2,35.3545904,128.6379621,35.3693316,128.6433649,-0.0054028,-0.0147412,249.8716
48120-10,경상남도 창원시,시도,경상남도 창원시,안민고개길,1.8,35.177904,128.689963,35.157294,128.675272,0.014691,0.02061,54.51837455
48120-11,경상남도 창원시,시도,경상남도 창원시,마진고개길,1.1,35.188505,128.638706,35.18357,128.649112,-0.010406,0.004935,154.6275578
48120-12,경상남도 창원시,시도,경상남도 창원시,밤밭고개,1.4,35.180144,128.557125,35.168665,128.555446,0.001679,0.011479,81.67852129
48120-13,경상남도 창원시,시도,경상남도 창원시,백령고개,1.9,35.116931,128.580125,35.087321,128.585376,-0.005251,0.02961,100.0562116
48120-14,경상남도 창원시,시도,경상남도 창원시,수정고개,1.7,35.13194,128.567544,35.119669,128.580291,-0.012747,0.012271,136.0899952
48120-15,경상남도 창원시,시도,경상남도 창원시,무학로,1.9,35.215719,128.561168,35.173039,128.555906,0.005262,0.04268,82.97149507
48120-16,경상남도 창원시,시도,경상남도 창원시,가포고개,1.4,35.170769,128.563382,35.167181,128.572727,-0.009345,0.003588,158.9957754
48120-18,경상남도 창원시,시도,경상남도 창원시,평성고개,1.25,35.24828213,128.546555,35.25690967,128.5395475,0.007007516,-0.008627547,309.0843956
48120-19,경상남도 창원시,일반국도,경상남도 창원시,국도2호선(공지곡고개),1,35.117618,128.797831,35.104662,128.809598,-0.011767,0.012956,132.2466031
48120-20,경상남도 창원시,일반국도,경상남도 창원시,국도2호선(평발고개),2,35.110832,128.755774,35.1149104,128.7666021,-0.0108281,-0.0040784,200.638865
48120-21,경상남도 창원시,일반국도,경상남도 창원시,국도2호선(대발령고개),1,35.125714,128.712376,35.114159,128.720716,-0.00834,0.011555,125.8204503
48120-22,경상남도 창원시,시도,경상남도 창원시,안민고개길,2,35.1855451,128.6837246,35.157228,128.675367,0.0083576,0.0283171,73.55639225
48120-23,경상남도 창원시,시도,경상남도 창원시,마진터널,2,35.18764,128.637415,35.171866,128.65455,-0.017135,0.015774,137.3682015
48120-24,경상남도 창원시,시도,경상남도 창원시,완암사거리,0.3,35.21023,128.657272,35.209038,128.651499,0.005773,0.001192,11.66639428
48120-25,경상남도 창원시,시도,경상남도 창원시,봉암교차로,0.9,35.2115753,128.612714,35.20707,128.625637,-0.012923,0.0045053,160.7800924
48120-26,경상남도 창원시,시도,경상남도 창원시,팔용과선교,1,35.2328448,128.6436585,35.2296082,128.6407759,0.0028826,0.0032366,48.31091066
48120-27,경상남도 창원시,시도,경상남도 창원시,북부순환도로,2,35.2503604,128.6642807,35.2536128,128.6504501,0.0138306,-0.0032524,346.7667769
48120-28,경상남도 창원시,지방도,경상남도 창원시,지방도1020호선(창원터널),1.5,35.192134,128.721521,35.1885216,128.7317003,-0.0101793,0.0036124,160.4613938
48120-29,경상남도 창원시,일반국도,경상남도 창원시,국도25호선(삼정자교),1.1,35.1969833,128.7112973,35.1921134,128.7078573,0.00344,0.0048699,54.76338053
48120-30,경상남도 창원시,시도,경상남도 창원시,전기연구원,0.4,35.191726,128.719844,35.190402,128.722966,-0.003122,0.001324,157.0188245
48120-31,경상남도 창원시,일반국도,경상남도 창원시,국도25호선(안민터널),0.9,35.183692,128.703621,35.1816359,128.7024179,0.0012031,0.0020561,59.66652194
48120-32,경상남도 창원시,일반국도,경상남도 창원시,국도2호선(장복터널),1.2,35.186275,128.638237,35.1786636,128.6416998,-0.0034628,0.0076114,114.4631215
48120-33,경상남도 창원시,시도,경상남도 창원시,두산볼보로,1.3,35.1913051,128.6278079,35.189329,128.602185,0.0256229,0.0019761,4.41005939
48120-34,경상남도 창원시,시도,경상남도 창원시,창원육교,0.36,35.25150469,128.600844,35.25528977,128.6048457,-0.004001732,-0.003785074,223.4062279
48120-35,경상남도 창원시,시도,경상남도 창원시,국도25호선 진출입로,1.4,35.230165,128.696563,35.2309657,128.7061874,-0.0096244,-0.0008007,184.7557588
48120-36,경상남도 창원시,시도,경상남도 창원시,토월지하차도,0.5,35.233082,128.69357,35.227297,128.697123,-0.003553,0.005785,121.557189
48120-37,경상남도 창원시,시도,경상남도 창원시,성주지하차도,0.5,35.200734,128.700108,35.197753,128.705344,-0.005236,0.002981,150.3459407
